epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,19599.9,1.35822,1.07718,1.35561,0.72914,0.56084,0.61515,0.36907,1.52716,1.07589,1.38924,0.000498728,0.000498728,0.000498728
169,19714.9,1.35911,1.05785,1.34725,0.72768,0.57798,0.63186,0.38402,1.51107,1.05615,1.38414,0.000495062,0.000495062,0.000495062
170,19829.9,1.3477,1.04524,1.34168,0.72717,0.56919,0.62156,0.37516,1.51258,1.05655,1.397,0.000491395,0.000491395,0.000491395
171,19945.8,1.34966,1.07191,1.35404,0.68984,0.60773,0.63562,0.37977,1.51274,1.05001,1.38884,0.000487729,0.000487729,0.000487729
172,20062.4,1.36569,1.07185,1.35511,0.6969,0.5928,0.63479,0.38152,1.5217,1.04034,1.38178,0.000484063,0.000484063,0.000484063
173,20178.7,1.34212,1.0588,1.34643,0.72888,0.58886,0.63264,0.38372,1.49388,1.0447,1.37441,0.000480396,0.000480396,0.000480396
174,20295.7,1.3624,1.07183,1.35485,0.72171,0.5892,0.63707,0.38215,1.49982,1.03081,1.36857,0.00047673,0.00047673,0.00047673
175,20412.4,1.34669,1.06581,1.35659,0.75779,0.57577,0.63507,0.38504,1.48145,1.03479,1.36395,0.000473064,0.000473064,0.000473064
176,20528.9,1.33871,1.03854,1.3262,0.73752,0.58309,0.63427,0.38477,1.50691,1.0448,1.39478,0.000469397,0.000469397,0.000469397
177,20645.4,1.33538,1.05822,1.35504,0.73804,0.58472,0.62869,0.38054,1.49949,1.03914,1.38021,0.000465731,0.000465731,0.000465731
178,20762.2,1.34925,1.07035,1.35357,0.71085,0.60087,0.63653,0.379,1.49152,1.02728,1.37351,0.000462065,0.000462065,0.000462065
179,20878.5,1.36188,1.07502,1.36569,0.69466,0.58077,0.62362,0.37791,1.49433,1.047,1.36556,0.000458399,0.000458399,0.000458399
